housingprice_index,REF_DATE,City,Province,Housing_Type,PRICE_INDEX
513,1982-02-01,London,Ontario,Land only,52
514,1982-02-01,Windsor,Ontario,House only,60
515,1982-02-01,Windsor,Ontario,Land only,47
516,1982-02-01,Greater Sudbury,Ontario,House only,59
517,1982-02-01,Greater Sudbury,Ontario,Land only,54
518,1982-02-01,Winnipeg,Manitoba,House only,33
519,1982-02-01,Winnipeg,Manitoba,Land only,19
520,1982-02-01,Regina,Saskatchewan,House only,23
521,1982-02-01,Regina,Saskatchewan,Land only,19
522,1982-02-01,Saskatoon,Saskatchewan,House only,38
523,1982-02-01,Saskatoon,Saskatchewan,Land only,28
524,1982-02-01,Calgary,Alberta,House only,31
525,1982-02-01,Calgary,Alberta,Land only,20
526,1982-02-01,Edmonton,Alberta,House only,39
527,1982-02-01,Edmonton,Alberta,Land only,33
528,1982-02-01,Vancouver,British Columbia,House only,78
529,1982-02-01,Vancouver,British Columbia,Land only,74
530,1982-02-01,Victoria,British Columbia,House only,193
531,1982-02-01,Victoria,British Columbia,Land only,49
532,1982-03-01,St. John's,Newfoundland and Labrador,House only,38
533,1982-03-01,St. John's,Newfoundland and Labrador,Land only,31
534,1982-03-01,Saint John,Fredericton,House only,62
535,1982-03-01,Saint John,Fredericton,Land only,39
536,1982-03-01,Québec,Quebec,House only,37
537,1982-03-01,Québec,Quebec,Land only,21
538,1982-03-01,Montréal,Quebec,House only,33
539,1982-03-01,Montréal,Quebec,Land only,23
540,1982-03-01,Ottawa-Gatineau,Ontario part,House only,36
541,1982-03-01,Ottawa-Gatineau,Ontario part,Land only,42
542,1982-03-01,Toronto,Ontario,House only,28
543,1982-03-01,Toronto,Ontario,Land only,39
544,1982-03-01,Hamilton,Ontario,House only,27
545,1982-03-01,Hamilton,Ontario,Land only,50
546,1982-03-01,St. Catharines-Niagara,Ontario,House only,29
547,1982-03-01,St. Catharines-Niagara,Ontario,Land only,35
548,1982-03-01,Kitchener-Cambridge-Waterloo,Ontario,House only,32
549,1982-03-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
550,1982-03-01,London,Ontario,House only,29
551,1982-03-01,London,Ontario,Land only,52
552,1982-03-01,Windsor,Ontario,House only,60
553,1982-03-01,Windsor,Ontario,Land only,47
554,1982-03-01,Greater Sudbury,Ontario,House only,59
555,1982-03-01,Greater Sudbury,Ontario,Land only,54
556,1982-03-01,Winnipeg,Manitoba,House only,33
557,1982-03-01,Winnipeg,Manitoba,Land only,19
558,1982-03-01,Regina,Saskatchewan,House only,23
559,1982-03-01,Regina,Saskatchewan,Land only,19
560,1982-03-01,Saskatoon,Saskatchewan,House only,37
561,1982-03-01,Saskatoon,Saskatchewan,Land only,28
562,1982-03-01,Calgary,Alberta,House only,31
563,1982-03-01,Calgary,Alberta,Land only,20
564,1982-03-01,Edmonton,Alberta,House only,39
565,1982-03-01,Edmonton,Alberta,Land only,33
566,1982-03-01,Vancouver,British Columbia,House only,73
567,1982-03-01,Vancouver,British Columbia,Land only,74
568,1982-03-01,Victoria,British Columbia,House only,184
569,1982-03-01,Victoria,British Columbia,Land only,49
570,1982-04-01,St. John's,Newfoundland and Labrador,House only,37
571,1982-04-01,St. John's,Newfoundland and Labrador,Land only,31
572,1982-04-01,Saint John,Fredericton,House only,62
573,1982-04-01,Saint John,Fredericton,Land only,39
574,1982-04-01,Québec,Quebec,House only,37
575,1982-04-01,Québec,Quebec,Land only,21
576,1982-04-01,Montréal,Quebec,House only,33
577,1982-04-01,Montréal,Quebec,Land only,23
578,1982-04-01,Ottawa-Gatineau,Ontario part,House only,36
579,1982-04-01,Ottawa-Gatineau,Ontario part,Land only,42
580,1982-04-01,Toronto,Ontario,House only,28
581,1982-04-01,Toronto,Ontario,Land only,39
582,1982-04-01,Hamilton,Ontario,House only,27
583,1982-04-01,Hamilton,Ontario,Land only,50
584,1982-04-01,St. Catharines-Niagara,Ontario,House only,29
585,1982-04-01,St. Catharines-Niagara,Ontario,Land only,35
586,1982-04-01,Kitchener-Cambridge-Waterloo,Ontario,House only,32
587,1982-04-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
588,1982-04-01,London,Ontario,House only,29
589,1982-04-01,London,Ontario,Land only,52
590,1982-04-01,Windsor,Ontario,House only,60
591,1982-04-01,Windsor,Ontario,Land only,47
592,1982-04-01,Greater Sudbury,Ontario,House only,58
593,1982-04-01,Greater Sudbury,Ontario,Land only,54
594,1982-04-01,Winnipeg,Manitoba,House only,33
595,1982-04-01,Winnipeg,Manitoba,Land only,21
596,1982-04-01,Regina,Saskatchewan,House only,23
597,1982-04-01,Regina,Saskatchewan,Land only,19
598,1982-04-01,Saskatoon,Saskatchewan,House only,38
599,1982-04-01,Saskatoon,Saskatchewan,Land only,28
600,1982-04-01,Calgary,Alberta,House only,31
601,1982-04-01,Calgary,Alberta,Land only,20
602,1982-04-01,Edmonton,Alberta,House only,38
603,1982-04-01,Edmonton,Alberta,Land only,33
604,1982-04-01,Vancouver,British Columbia,House only,72
605,1982-04-01,Vancouver,British Columbia,Land only,72
606,1982-04-01,Victoria,British Columbia,House only,180
607,1982-04-01,Victoria,British Columbia,Land only,49
608,1982-05-01,St. John's,Newfoundland and Labrador,House only,37
609,1982-05-01,St. John's,Newfoundland and Labrador,Land only,31
610,1982-05-01,Saint John,Fredericton,House only,62
611,1982-05-01,Saint John,Fredericton,Land only,39
612,1982-05-01,Québec,Quebec,House only,38
613,1982-05-01,Québec,Quebec,Land only,21
614,1982-05-01,Montréal,Quebec,House only,33
615,1982-05-01,Montréal,Quebec,Land only,23
616,1982-05-01,Ottawa-Gatineau,Ontario part,House only,36
617,1982-05-01,Ottawa-Gatineau,Ontario part,Land only,42
618,1982-05-01,Toronto,Ontario,House only,27
619,1982-05-01,Toronto,Ontario,Land only,39
620,1982-05-01,Hamilton,Ontario,House only,27
621,1982-05-01,Hamilton,Ontario,Land only,50
622,1982-05-01,St. Catharines-Niagara,Ontario,House only,29
623,1982-05-01,St. Catharines-Niagara,Ontario,Land only,35
624,1982-05-01,Kitchener-Cambridge-Waterloo,Ontario,House only,32
625,1982-05-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
626,1982-05-01,London,Ontario,House only,29
627,1982-05-01,London,Ontario,Land only,52
628,1982-05-01,Windsor,Ontario,House only,58
629,1982-05-01,Windsor,Ontario,Land only,47
630,1982-05-01,Greater Sudbury,Ontario,House only,58
631,1982-05-01,Greater Sudbury,Ontario,Land only,54
632,1982-05-01,Winnipeg,Manitoba,House only,33
633,1982-05-01,Winnipeg,Manitoba,Land only,21
634,1982-05-01,Regina,Saskatchewan,House only,23
635,1982-05-01,Regina,Saskatchewan,Land only,19
636,1982-05-01,Saskatoon,Saskatchewan,House only,38
637,1982-05-01,Saskatoon,Saskatchewan,Land only,28
638,1982-05-01,Calgary,Alberta,House only,31
639,1982-05-01,Calgary,Alberta,Land only,20
640,1982-05-01,Edmonton,Alberta,House only,36
641,1982-05-01,Edmonton,Alberta,Land only,33
642,1982-05-01,Vancouver,British Columbia,House only,70
643,1982-05-01,Vancouver,British Columbia,Land only,69
644,1982-05-01,Victoria,British Columbia,House only,181
645,1982-05-01,Victoria,British Columbia,Land only,47
646,1982-06-01,St. John's,Newfoundland and Labrador,House only,37
647,1982-06-01,St. John's,Newfoundland and Labrador,Land only,31
648,1982-06-01,Saint John,Fredericton,House only,62
649,1982-06-01,Saint John,Fredericton,Land only,39
650,1982-06-01,Québec,Quebec,House only,38
651,1982-06-01,Québec,Quebec,Land only,21
652,1982-06-01,Montréal,Quebec,House only,33
653,1982-06-01,Montréal,Quebec,Land only,23
654,1982-06-01,Ottawa-Gatineau,Ontario part,House only,36
655,1982-06-01,Ottawa-Gatineau,Ontario part,Land only,42
656,1982-06-01,Toronto,Ontario,House only,27
657,1982-06-01,Toronto,Ontario,Land only,39
658,1982-06-01,Hamilton,Ontario,House only,28
659,1982-06-01,Hamilton,Ontario,Land only,49
660,1982-06-01,St. Catharines-Niagara,Ontario,House only,29
661,1982-06-01,St. Catharines-Niagara,Ontario,Land only,34
662,1982-06-01,Kitchener-Cambridge-Waterloo,Ontario,House only,33
663,1982-06-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
664,1982-06-01,London,Ontario,House only,29
665,1982-06-01,London,Ontario,Land only,52
666,1982-06-01,Windsor,Ontario,House only,58
667,1982-06-01,Windsor,Ontario,Land only,47
668,1982-06-01,Greater Sudbury,Ontario,House only,58
669,1982-06-01,Greater Sudbury,Ontario,Land only,54
670,1982-06-01,Winnipeg,Manitoba,House only,33
671,1982-06-01,Winnipeg,Manitoba,Land only,21
672,1982-06-01,Regina,Saskatchewan,House only,23
673,1982-06-01,Regina,Saskatchewan,Land only,19
674,1982-06-01,Saskatoon,Saskatchewan,House only,38
675,1982-06-01,Saskatoon,Saskatchewan,Land only,28
676,1982-06-01,Calgary,Alberta,House only,31
677,1982-06-01,Calgary,Alberta,Land only,20
678,1982-06-01,Edmonton,Alberta,House only,36
679,1982-06-01,Edmonton,Alberta,Land only,33
680,1982-06-01,Vancouver,British Columbia,House only,70
681,1982-06-01,Vancouver,British Columbia,Land only,64
682,1982-06-01,Victoria,British Columbia,House only,179
683,1982-06-01,Victoria,British Columbia,Land only,47
684,1982-07-01,St. John's,Newfoundland and Labrador,House only,37
685,1982-07-01,St. John's,Newfoundland and Labrador,Land only,31
686,1982-07-01,Saint John,Fredericton,House only,61
687,1982-07-01,Saint John,Fredericton,Land only,39
688,1982-07-01,Québec,Quebec,House only,38
689,1982-07-01,Québec,Quebec,Land only,21
690,1982-07-01,Montréal,Quebec,House only,33
691,1982-07-01,Montréal,Quebec,Land only,23
692,1982-07-01,Ottawa-Gatineau,Ontario part,House only,36
693,1982-07-01,Ottawa-Gatineau,Ontario part,Land only,42
694,1982-07-01,Toronto,Ontario,House only,27
695,1982-07-01,Toronto,Ontario,Land only,39
696,1982-07-01,Hamilton,Ontario,House only,28
697,1982-07-01,Hamilton,Ontario,Land only,49
698,1982-07-01,St. Catharines-Niagara,Ontario,House only,29
699,1982-07-01,St. Catharines-Niagara,Ontario,Land only,34
700,1982-07-01,Kitchener-Cambridge-Waterloo,Ontario,House only,33
701,1982-07-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
702,1982-07-01,London,Ontario,House only,29
703,1982-07-01,London,Ontario,Land only,52
704,1982-07-01,Windsor,Ontario,House only,58
705,1982-07-01,Windsor,Ontario,Land only,47
706,1982-07-01,Greater Sudbury,Ontario,House only,58
707,1982-07-01,Greater Sudbury,Ontario,Land only,54
708,1982-07-01,Winnipeg,Manitoba,House only,33
709,1982-07-01,Winnipeg,Manitoba,Land only,21
710,1982-07-01,Regina,Saskatchewan,House only,23
711,1982-07-01,Regina,Saskatchewan,Land only,19
712,1982-07-01,Saskatoon,Saskatchewan,House only,38
713,1982-07-01,Saskatoon,Saskatchewan,Land only,27
714,1982-07-01,Calgary,Alberta,House only,30
715,1982-07-01,Calgary,Alberta,Land only,20
716,1982-07-01,Edmonton,Alberta,House only,36
717,1982-07-01,Edmonton,Alberta,Land only,33
718,1982-07-01,Vancouver,British Columbia,House only,70
719,1982-07-01,Vancouver,British Columbia,Land only,60
720,1982-07-01,Victoria,British Columbia,House only,181
721,1982-07-01,Victoria,British Columbia,Land only,39
722,1982-08-01,St. John's,Newfoundland and Labrador,House only,37
723,1982-08-01,St. John's,Newfoundland and Labrador,Land only,31
724,1982-08-01,Saint John,Fredericton,House only,61
725,1982-08-01,Saint John,Fredericton,Land only,39
726,1982-08-01,Québec,Quebec,House only,38
727,1982-08-01,Québec,Quebec,Land only,21
728,1982-08-01,Montréal,Quebec,House only,33
729,1982-08-01,Montréal,Quebec,Land only,23
730,1982-08-01,Ottawa-Gatineau,Ontario part,House only,36
731,1982-08-01,Ottawa-Gatineau,Ontario part,Land only,42
732,1982-08-01,Toronto,Ontario,House only,27
733,1982-08-01,Toronto,Ontario,Land only,39
734,1982-08-01,Hamilton,Ontario,House only,28
735,1982-08-01,Hamilton,Ontario,Land only,49
736,1982-08-01,St. Catharines-Niagara,Ontario,House only,29
737,1982-08-01,St. Catharines-Niagara,Ontario,Land only,34
738,1982-08-01,Kitchener-Cambridge-Waterloo,Ontario,House only,33
739,1982-08-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
740,1982-08-01,London,Ontario,House only,29
741,1982-08-01,London,Ontario,Land only,52
742,1982-08-01,Windsor,Ontario,House only,58
743,1982-08-01,Windsor,Ontario,Land only,47
744,1982-08-01,Greater Sudbury,Ontario,House only,58
745,1982-08-01,Greater Sudbury,Ontario,Land only,54
746,1982-08-01,Winnipeg,Manitoba,House only,34
747,1982-08-01,Winnipeg,Manitoba,Land only,21
748,1982-08-01,Regina,Saskatchewan,House only,23
749,1982-08-01,Regina,Saskatchewan,Land only,19
750,1982-08-01,Saskatoon,Saskatchewan,House only,38
751,1982-08-01,Saskatoon,Saskatchewan,Land only,27
752,1982-08-01,Calgary,Alberta,House only,30
753,1982-08-01,Calgary,Alberta,Land only,20
754,1982-08-01,Edmonton,Alberta,House only,36
755,1982-08-01,Edmonton,Alberta,Land only,32
756,1982-08-01,Vancouver,British Columbia,House only,71
757,1982-08-01,Vancouver,British Columbia,Land only,57
758,1982-08-01,Victoria,British Columbia,House only,182
759,1982-08-01,Victoria,British Columbia,Land only,39
760,1982-09-01,St. John's,Newfoundland and Labrador,House only,37
761,1982-09-01,St. John's,Newfoundland and Labrador,Land only,31
762,1982-09-01,Saint John,Fredericton,House only,61
763,1982-09-01,Saint John,Fredericton,Land only,39
764,1982-09-01,Québec,Quebec,House only,38
765,1982-09-01,Québec,Quebec,Land only,22
766,1982-09-01,Montréal,Quebec,House only,34
767,1982-09-01,Montréal,Quebec,Land only,23
768,1982-09-01,Ottawa-Gatineau,Ontario part,House only,36
769,1982-09-01,Ottawa-Gatineau,Ontario part,Land only,42
770,1982-09-01,Toronto,Ontario,House only,27
771,1982-09-01,Toronto,Ontario,Land only,39
772,1982-09-01,Hamilton,Ontario,House only,29
773,1982-09-01,Hamilton,Ontario,Land only,50
774,1982-09-01,St. Catharines-Niagara,Ontario,House only,29
775,1982-09-01,St. Catharines-Niagara,Ontario,Land only,34
776,1982-09-01,Kitchener-Cambridge-Waterloo,Ontario,House only,32
777,1982-09-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
778,1982-09-01,London,Ontario,House only,29
779,1982-09-01,London,Ontario,Land only,52
780,1982-09-01,Windsor,Ontario,House only,58
781,1982-09-01,Windsor,Ontario,Land only,47
782,1982-09-01,Greater Sudbury,Ontario,House only,59
783,1982-09-01,Greater Sudbury,Ontario,Land only,54
784,1982-09-01,Winnipeg,Manitoba,House only,34
785,1982-09-01,Winnipeg,Manitoba,Land only,21
786,1982-09-01,Regina,Saskatchewan,House only,23
787,1982-09-01,Regina,Saskatchewan,Land only,19
788,1982-09-01,Saskatoon,Saskatchewan,House only,37
789,1982-09-01,Saskatoon,Saskatchewan,Land only,27
790,1982-09-01,Calgary,Alberta,House only,28
791,1982-09-01,Calgary,Alberta,Land only,19
792,1982-09-01,Edmonton,Alberta,House only,36
793,1982-09-01,Edmonton,Alberta,Land only,32
794,1982-09-01,Vancouver,British Columbia,House only,73
795,1982-09-01,Vancouver,British Columbia,Land only,55
796,1982-09-01,Victoria,British Columbia,House only,186
797,1982-09-01,Victoria,British Columbia,Land only,34
798,1982-10-01,St. John's,Newfoundland and Labrador,House only,37
799,1982-10-01,St. John's,Newfoundland and Labrador,Land only,31
800,1982-10-01,Saint John,Fredericton,House only,60
801,1982-10-01,Saint John,Fredericton,Land only,39
802,1982-10-01,Québec,Quebec,House only,38
803,1982-10-01,Québec,Quebec,Land only,22
804,1982-10-01,Montréal,Quebec,House only,34
805,1982-10-01,Montréal,Quebec,Land only,23
806,1982-10-01,Ottawa-Gatineau,Ontario part,House only,37
807,1982-10-01,Ottawa-Gatineau,Ontario part,Land only,42
808,1982-10-01,Toronto,Ontario,House only,26
809,1982-10-01,Toronto,Ontario,Land only,39
810,1982-10-01,Hamilton,Ontario,House only,29
811,1982-10-01,Hamilton,Ontario,Land only,50
812,1982-10-01,St. Catharines-Niagara,Ontario,House only,29
813,1982-10-01,St. Catharines-Niagara,Ontario,Land only,34
814,1982-10-01,Kitchener-Cambridge-Waterloo,Ontario,House only,33
815,1982-10-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,44
816,1982-10-01,London,Ontario,House only,29
817,1982-10-01,London,Ontario,Land only,52
818,1982-10-01,Windsor,Ontario,House only,55
819,1982-10-01,Windsor,Ontario,Land only,47
820,1982-10-01,Greater Sudbury,Ontario,House only,59
821,1982-10-01,Greater Sudbury,Ontario,Land only,54
822,1982-10-01,Winnipeg,Manitoba,House only,34
823,1982-10-01,Winnipeg,Manitoba,Land only,21
824,1982-10-01,Regina,Saskatchewan,House only,23
825,1982-10-01,Regina,Saskatchewan,Land only,19
826,1982-10-01,Saskatoon,Saskatchewan,House only,37
827,1982-10-01,Saskatoon,Saskatchewan,Land only,27
828,1982-10-01,Calgary,Alberta,House only,28
829,1982-10-01,Calgary,Alberta,Land only,19
830,1982-10-01,Edmonton,Alberta,House only,35
831,1982-10-01,Edmonton,Alberta,Land only,32
832,1982-10-01,Vancouver,British Columbia,House only,73
833,1982-10-01,Vancouver,British Columbia,Land only,55
834,1982-10-01,Victoria,British Columbia,House only,186
835,1982-10-01,Victoria,British Columbia,Land only,34
836,1982-11-01,St. John's,Newfoundland and Labrador,House only,37
837,1982-11-01,St. John's,Newfoundland and Labrador,Land only,31
838,1982-11-01,Saint John,Fredericton,House only,60
839,1982-11-01,Saint John,Fredericton,Land only,40
840,1982-11-01,Québec,Quebec,House only,39
841,1982-11-01,Québec,Quebec,Land only,22
842,1982-11-01,Montréal,Quebec,House only,34
843,1982-11-01,Montréal,Quebec,Land only,23
844,1982-11-01,Ottawa-Gatineau,Ontario part,House only,37
845,1982-11-01,Ottawa-Gatineau,Ontario part,Land only,42
846,1982-11-01,Toronto,Ontario,House only,26
847,1982-11-01,Toronto,Ontario,Land only,38
848,1982-11-01,Hamilton,Ontario,House only,29
849,1982-11-01,Hamilton,Ontario,Land only,51
850,1982-11-01,St. Catharines-Niagara,Ontario,House only,29
851,1982-11-01,St. Catharines-Niagara,Ontario,Land only,34
852,1982-11-01,Kitchener-Cambridge-Waterloo,Ontario,House only,33
853,1982-11-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,45
854,1982-11-01,London,Ontario,House only,29
855,1982-11-01,London,Ontario,Land only,52
856,1982-11-01,Windsor,Ontario,House only,56
857,1982-11-01,Windsor,Ontario,Land only,45
858,1982-11-01,Greater Sudbury,Ontario,House only,59
859,1982-11-01,Greater Sudbury,Ontario,Land only,54
860,1982-11-01,Winnipeg,Manitoba,House only,34
861,1982-11-01,Winnipeg,Manitoba,Land only,21
862,1982-11-01,Regina,Saskatchewan,House only,23
863,1982-11-01,Regina,Saskatchewan,Land only,20
864,1982-11-01,Saskatoon,Saskatchewan,House only,37
865,1982-11-01,Saskatoon,Saskatchewan,Land only,27
866,1982-11-01,Calgary,Alberta,House only,28
867,1982-11-01,Calgary,Alberta,Land only,19
868,1982-11-01,Edmonton,Alberta,House only,35
869,1982-11-01,Edmonton,Alberta,Land only,31
870,1982-11-01,Vancouver,British Columbia,House only,74
871,1982-11-01,Vancouver,British Columbia,Land only,53
872,1982-11-01,Victoria,British Columbia,House only,185
873,1982-11-01,Victoria,British Columbia,Land only,34
874,1982-12-01,St. John's,Newfoundland and Labrador,House only,37
875,1982-12-01,St. John's,Newfoundland and Labrador,Land only,31
876,1982-12-01,Saint John,Fredericton,House only,60
877,1982-12-01,Saint John,Fredericton,Land only,40
878,1982-12-01,Québec,Quebec,House only,39
879,1982-12-01,Québec,Quebec,Land only,22
880,1982-12-01,Montréal,Quebec,House only,34
881,1982-12-01,Montréal,Quebec,Land only,23
882,1982-12-01,Ottawa-Gatineau,Ontario part,House only,37
883,1982-12-01,Ottawa-Gatineau,Ontario part,Land only,43
884,1982-12-01,Toronto,Ontario,House only,26
885,1982-12-01,Toronto,Ontario,Land only,38
